Title,Ratings,Raters,Directors,Writers,Actors,Country,Language,Date,Budget,Openning Weekend,Gross USA,cumulative worldwide,Studios,Durations,Romance,Horror,Music,Fantasy,Mystery,Sci-Fi,Biography,Family,Drama,Sport,History,Thriller,Animation,Adventure,Crime,Musical,Western,War,Action,Comedy,Year,Month
Planet Terror,7.1,199280.0,Robert Rodriguez,Robert Rodriguez,"['Rose McGowan', 'Freddy Rodríguez', 'Josh Brolin']",USA,English,2008-06-13,40000000.0,14635269.5,53577751.0,11446172.0,"['Dimension Films', 'Troublemaker Studios', 'Rodriguez International Pictures']",105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,6.0
Shrek Forever After,6.3,183141.0,Mike Mitchell,Josh Klausner,"['Mike Myers', 'Cameron Diaz', 'Eddie Murphy']",USA,English,2010-06-17,165000000.0,70838207.0,238736787.0,752600867.0,"['DreamWorks Animation', 'Pacific Data Images (PDI)']",93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2010.0,6.0
The Burnt Orange Heresy,6.0,1846.0,Giuseppe Capotondi,Scott B. Smith,"['Claes Bang', 'Elizabeth Debicki', 'Mick Jagger']",UK,English,2020-07-23,40000000.0,16163.0,144201.0,672627.0,"['Indiana Production', 'MJZ', 'Rumble Films (II)']",99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,7.0
Stuber,6.2,39771.0,Michael Dowse,Tripper Clancy,"['Dave Bautista', 'Kumail Nanjiani', 'Mira Sorvino']",USA,English,2019-07-11,16000000.0,8225384.0,22370452.0,32390945.0,"['GoldDay', 'TSG Entertainment', 'Twentieth Century Fox']",93.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,7.0
The Adventures of Tintin,7.3,215437.0,Steven Spielberg,Hergé,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",USA,English,2011-12-26,135000000.0,9720993.0,77591831.0,373993951.0,"['Columbia Pictures', 'Paramount Pictures', 'Amblin Entertainment']",107.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2011.0,12.0
The Heartbreak Kid,5.8,85931.0,"Bobby Farrelly, Peter Farrelly",Scot Armstrong,"['Ben Stiller', 'Michelle Monaghan', 'Malin Akerman']",USA,English,2007-11-22,60000000.0,14022105.0,36787257.0,128453183.0,"['Dreamworks Pictures', 'Radar Pictures', 'Davis Entertainment']",116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,11.0
August: Osage County,7.2,84269.0,John Wells,Tracy Letts,"['Meryl Streep', 'Dermot Mulroney', 'Julia Roberts']",USA,English,2014-01-01,25000000.0,179302.0,37738810.0,74188937.0,"['The Weinstein Company', 'Jean Doumanian Productions', 'Smokehouse Pictures']",121.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,1.0
17 Again,6.3,178329.0,Burr Steers,Jason Filardi,"['Zac Efron', 'Matthew Perry', 'Leslie Mann']",USA,English,2009-04-09,20000000.0,23722310.0,64167069.0,136316880.0,"['New Line Cinema', 'Offspring Entertainment']",102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,4.0
Silent Hill,6.5,213146.0,Christophe Gans,Roger Avary,"['Radha Mitchell', 'Laurie Holden', 'Sean Bean']",Canada,English,2006-08-31,50000000.0,20152598.0,46982632.0,100605135.0,"['TriStar Pictures', 'Silent Hill DCP Inc.', 'Davis-Films']",125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2006.0,8.0
Death of Me,4.3,2192.0,Darren Lynn Bousman,Ari Margolis,"['Maggie Q', 'Luke Hemsworth', 'Alex Essoe']",USA,English,2020-10-02,40000000.0,14635269.5,53577751.0,81436.0,"['Benetone Films', '13 Films', 'Dobre Films']",94.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,10.0
Hotel Mumbai,7.6,52028.0,Anthony Maras,John Collee,"['Dev Patel', 'Armie Hammer', 'Nazanin Boniadi']",Australia,Hindi,2019-03-14,40000000.0,88065.0,9651611.0,21314816.0,"['India Take One Productions', 'A Hamilton and Electric Pictures Production', 'American Entertainment Investors']",123.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,3.0
The Ridiculous 6,4.8,44080.0,Frank Coraci,Tim Herlihy,"['Adam Sandler', 'Terry Crews', 'Jorge Garcia']",USA,English,2015-12-11,60000000.0,14635269.5,53577751.0,99666355.0,"['Eaves Movie Ranch', 'Happy Madison Productions']",119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2015.0,12.0
True Story,6.3,63378.0,Rupert Goold,Rupert Goold,"['James Franco', 'Jonah Hill', 'Felicity Jones']",USA,English,2017-06-03,40000000.0,1950214.0,4719695.0,5261595.0,"['New Regency Productions', 'New Regency Productions', 'Plan B Entertainment']",99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,6.0
The Wedding Ringer,6.6,70726.0,Jeremy Garelick,Jeremy Garelick,"['Kevin Hart', 'Josh Gad', 'Kaley Cuoco']",USA,English,2015-02-12,23000000.0,20649306.0,64460211.0,79799880.0,"['LStar Capital', 'Miramax', 'Screen Gems']",101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015.0,2.0
Let's Be Cops,6.4,126878.0,Luke Greenfield,Luke Greenfield,"['Jake Johnson', 'Damon Wayans Jr.', 'Rob Riggle']",USA,English,2014-11-13,17000000.0,17813722.0,82390774.0,138224951.0,"['Genre Films', 'Twentieth Century Fox', 'WideAwake']",104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2014.0,11.0
The Little Hours,5.8,20093.0,Jeff Baena,Giovanni Boccaccio,"['Alison Brie', 'Dave Franco', 'Kate Micucci']",USA,English,2017-06-30,40000000.0,56676.0,1647175.0,1647175.0,"['Destro Films', 'Foton Pictures', 'Bow and Arrow Entertainment']",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2017.0,6.0
Nocturne,5.7,4559.0,Zu Quirke,Zu Quirke,"['Sydney Sweeney', 'Madison Iseman', 'Jacques Colimon']",USA,English,2020-10-13,40000000.0,14635269.5,53577751.0,99666355.0,"['Blumhouse Productions', 'Blumhouse Television']",90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,10.0
Horns,6.5,77191.0,Alexandre Aja,Keith Bunin,"['Daniel Radcliffe', 'Juno Temple', 'Max Minghella']",USA,English,2014-10-03,40000000.0,107544.0,173948.0,3875442.0,"['Red Granite Pictures', 'Mandalay Pictures']",120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014.0,10.0
Centigrade,4.5,1228.0,Brendan Walsh,Daley Nixon,"['Mavis Simpson-Ernst', 'Vincent Piazza', 'Genesis Rodriguez']",USA,English,2020-08-27,40000000.0,6480.0,16263.0,26390.0,"['Manhattan Productions', 'Phiphen Pictures']",98.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2020.0,8.0
The Titan,4.8,27627.0,Lennart Ruff,Max Hurwitz,"['Sam Worthington', 'Taylor Schilling', 'Tom Wilkinson']",UK,English,2018-03-30,40000000.0,14635269.5,53577751.0,2635408.0,"['42', 'Motion Picture Capital', 'Movie Trailer House']",97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018.0,3.0
12 Pups of Christmas,4.2,344.0,Michael Feifer,Michael Feifer,"['Charlotte Sullivan', 'Donny Boaz', 'Elizabeth Small']",USA,English,2019-12-21,40000000.0,14635269.5,53577751.0,99666355.0,['Feifer Worldwide'],85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019.0,12.0
Out of the Furnace,6.8,106069.0,Scott Cooper,Brad Ingelsby,"['Christian Bale', 'Casey Affleck', 'Zoe Saldana']",UK,English,2014-02-27,22000000.0,5220288.0,11330849.0,15661554.0,"['Appian Way', 'Energy Entertainment', 'Red Granite Pictures']",116.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,2.0
Dawn of the Planet of the Apes,7.6,409968.0,Matt Reeves,Mark Bomback,"['Gary Oldman', 'Keri Russell', 'Andy Serkis']",USA,English,2014-07-10,170000000.0,72611427.0,208545589.0,710644566.0,"['Chernin Entertainment', 'Ingenious Media', 'Soho VFX']",130.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,7.0
Annabelle Comes Home,5.9,56666.0,Gary Dauberman,James Wan,"['Vera Farmiga', 'Patrick Wilson', 'Mckenna Grace']",USA,English,2019-06-27,30000000.0,20269723.0,74152591.0,231252591.0,"['Atomic Monster', 'New Line Cinema', 'The Safran Company']",106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2019.0,6.0
Macbeth,6.6,52631.0,Justin Kurzel,Todd Louiso,"['Michael Fassbender', 'Marion Cotillard', 'Jack Madigan']",UK,English,2015-10-01,15000000.0,69833.0,1110707.0,16322067.0,"['See-Saw Films', 'DMC Film', 'Anton']",113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2015.0,10.0
Close,5.7,20745.0,Vicky Jewson,Vicky Jewson,"['Noomi Rapace', 'Olivia Jewson', 'Abdellatif Chaouqi']",UK,Arabic,2019-01-18,40000000.0,14635269.5,53577751.0,60040.0,"['Jewson Film', 'Whitaker Media']",94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,1.0
The Book of Henry,6.6,23847.0,Colin Trevorrow,Gregg Hurwitz,"['Naomi Watts', 'Jaeden Martell', 'Jacob Tremblay']",USA,English,2017-06-23,10000000.0,1424540.0,4504974.0,4596705.0,"['Double Nickel Entertainment', 'Sidney Kimmel Entertainment']",105.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,6.0
Gangster Squad,6.7,205701.0,Ruben Fleischer,Will Beall,"['Sean Penn', 'Ryan Gosling', 'Emma Stone']",USA,English,2013-01-10,60000000.0,17070347.0,46000903.0,105200903.0,"['Warner Bros.', 'Village Roadshow Pictures', 'Lin Pictures']",113.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,1.0
Takers,6.2,57679.0,John Luessenhop,Peter Allen,"['Chris Brown', 'Hayden Christensen', 'Matt Dillon']",USA,English,2010-11-18,32000000.0,20512304.0,57744720.0,80205382.0,"['Screen Gems', 'Rainforest Films', 'Grand Hustle Entertainment']",107.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,11.0
Eat Pray Love,5.8,87911.0,Ryan Murphy,Ryan Murphy,"['Julia Roberts', 'Javier Bardem', 'Richard Jenkins']",USA,English,2010-10-07,60000000.0,23104523.0,80574010.0,204594016.0,"['Columbia Pictures', 'Plan B Entertainment', 'Red Om Films']",133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,10.0
Porno,5.1,1211.0,Keola Racela,Matt Black,"['Evan Daves', 'Larry Saperstein', 'Jillian Mueller']",USA,English,2020-05-08,40000000.0,14635269.5,53577751.0,99666355.0,"['CINESTATE', 'Evoke']",98.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2020.0,5.0
Happy Feet,6.4,168839.0,George Miller,George Miller,"['Elijah Wood', 'Brittany Murphy', 'Hugh Jackman']",USA,English,2006-12-26,100000000.0,41533432.0,198000317.0,384336108.0,"['Warner Bros.', 'Village Roadshow Pictures', 'Kennedy Miller Productions']",108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,12.0
The Jesus Rolls,4.3,2928.0,John Turturro,John Turturro,"['John Turturro', 'Bobby Cannavale', 'Audrey Tautou']",USA,English,2019-10-17,40000000.0,14635269.5,18169.0,64648.0,['Sidney Kimmel Entertainment'],85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,10.0
Mudbound,7.4,41821.0,Dee Rees,Virgil Williams,"['Jason Mitchell', 'Carey Mulligan', 'Jason Clarke']",USA,English,2017-11-17,40000000.0,14635269.5,53577751.0,85955.0,"['Armory Films', 'ArtImage Entertainment', 'Black Bear Pictures']",134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017.0,11.0
Basic Instinct 2,4.4,37181.0,Michael Caton-Jones,Leora Barish,"['Sharon Stone', 'David Morrissey', 'David Thewlis']",UK,Telugu,2006-03-30,70000000.0,3201420.0,5971336.0,38629478.0,"['Metro-Goldwyn-Mayer (MGM)', 'C-2 Pictures', 'Intermedia Films']",114.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,3.0
Jack the Giant Slayer,6.2,131093.0,Bryan Singer,Darren Lemke,"['Nicholas Hoult', 'Stanley Tucci', 'Ewan McGregor']",UK,English,2013-03-21,195000000.0,27202226.0,65187603.0,197687603.0,"['New Line Cinema', 'Legendary Entertainment', 'Original Film']",114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,3.0
Johnny English,6.2,147557.0,Peter Howitt,Neal Purvis,"['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia']",UK,English,2003-04-10,40000000.0,9134085.0,28082366.0,160466000.0,"['Universal Pictures', 'StudioCanal', 'Working Title Films']",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003.0,4.0
The Aeronauts,6.6,26248.0,Tom Harper,Tom Harper,"['Felicity Jones', 'Eddie Redmayne', 'Himesh Patel']",UK,English,2019-12-20,40000000.0,14635269.5,53577751.0,3485251.0,"['Amazon Studios', 'Mandeville Films', 'One Shoe Films']",100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.0
The New Guy,5.9,33583.0,Ed Decter,David Kendall,"['DJ Qualls', 'Lyle Lovett', 'Eliza Dushku']",USA,English,2002-08-08,13000000.0,9007833.0,29760152.0,31167388.0,"['Revolution Studios', 'Bedlam Pictures', 'Frontier Pictures']",88.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,8.0
Velvet Buzzsaw,5.7,53325.0,Dan Gilroy,Dan Gilroy,"['Jake Gyllenhaal', 'Rene Russo', 'Zawe Ashton']",USA,English,2019-02-01,40000000.0,14635269.5,53577751.0,99666355.0,['Netflix'],113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0
The High Note,6.3,4937.0,Nisha Ganatra,Flora Greeson,"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.']",UK,English,2020-09-24,40000000.0,14635269.5,53577751.0,2208558.0,"['Focus Features', 'Perfect World Pictures', 'Working Title Films']",113.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020.0,9.0
Apostle,6.3,42838.0,Gareth Evans,Gareth Evans,"['Dan Stevens', 'Richard Elfyn', 'Paul Higgins']",UK,English,2018-10-12,40000000.0,14635269.5,53577751.0,99666355.0,"['One More One Productions', 'Severn Screen', 'XYZ Films']",130.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2018.0,10.0
If Beale Street Could Talk,7.1,41247.0,Barry Jenkins,Barry Jenkins,"['KiKi Layne', 'Stephan James', 'Regina King']",USA,English,2019-02-14,12000000.0,224476.0,14915773.0,20596567.0,"['Annapurna Pictures', 'Plan B Entertainment', 'PASTEL']",119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2019.0,2.0
AVP: Alien vs. Predator,5.6,183778.0,Paul W.S. Anderson,Dan O'Bannon,"['Sanaa Lathan', 'Lance Henriksen', 'Raoul Bova']",USA,English,2004-09-30,60000000.0,38291056.0,80282231.0,177427090.0,"['Twentieth Century Fox', 'Davis Entertainment', 'Brandywine Productions']",101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,9.0
31,5.1,18404.0,Rob Zombie,Rob Zombie,"['Malcolm McDowell', 'Richard Brake', 'Jeff Daniel Phillips']",UK,English,2016-09-16,1500000.0,14635269.5,779820.0,850419.0,"['Bow and Arrow Entertainment', 'PalmStar Media', 'Protagonist Pictures']",102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2016.0,9.0
Cars 2,6.1,158817.0,"John Lasseter, Bradford Lewis (co-director) (as Brad Lewis)",John Lasseter,"['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine']",USA,English,2011-06-23,200000000.0,66135507.0,191452396.0,559852396.0,"['Walt Disney Pictures', 'Pixar Animation Studios']",106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011.0,6.0
Scary Movie 2,5.3,148916.0,Keenen Ivory Wayans,Shawn Wayans,"['Anna Faris', 'Marlon Wayans', 'Antony Acker']",USA,English,2001-10-18,45000000.0,20503356.0,71308997.0,141220678.0,"['Dimension Films', 'Wayans Bros. Entertainment', 'Gold/Miller Productions']",83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2001.0,10.0
Flatliners,5.2,42154.0,Niels Arden Oplev,Peter Filardi,"['Elliot Page', 'Diego Luna', 'Nina Dobrev']",USA,English,2017-09-28,19000000.0,6574326.0,16883115.0,45158254.0,"['Columbia Pictures', 'Cross Creek Pictures', 'Furthur Films']",109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,9.0
Primer,6.9,97798.0,Shane Carruth,Shane Carruth,"['Shane Carruth', 'David Sullivan', 'Casey Gooden']",USA,English,2005-08-25,7000.0,28162.0,424760.0,545436.0,['ERBP'],77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,8.0
A Merry Christmas Miracle,5.1,5934.0,Tristram Shapeero,Phil Johnston,"['Joel McHale', 'Lauren Graham', 'Clark Duke']",USA,English,2014-11-22,5000000.0,14635269.5,53577751.0,99666355.0,['Sycamore Pictures'],88.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,11.0
47 Metres Down: Uncaged,5.0,20260.0,Johannes Roberts,Ernest Riera,"['Sophie Nélisse', 'Corinne Foxx', 'Brianne Tju']",UK,English,2019-10-31,12000000.0,8427265.0,22260900.0,196546021.0,"['Entertainment Studios Motion Pictures', 'thefyzz']",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2019.0,10.0
Child's Play,5.8,43621.0,Lars Klevberg,Tyler Burton Smith,"['Tim Matheson', 'Ben Daon', 'Zahra Anderson']",Canada,English,2019-06-20,10000000.0,14094594.0,29208403.0,44907074.0,"['Orion Pictures', 'BRON Studios', 'KatzSmith Productions']",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2019.0,6.0
Miracles from Heaven,7.1,21366.0,Patricia Riggen,Christy Beam,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']",USA,English,2016-03-16,13000000.0,14812393.0,61705123.0,73983003.0,"['Columbia Pictures', 'Affirm Films', 'Roth Films']",109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016.0,3.0
Monster House,6.6,100683.0,Gil Kenan,Dan Harmon,"['Mitchel Musso', 'Sam Lerner', 'Spencer Locke']",USA,English,2006-09-14,75000000.0,22217226.0,73661010.0,141861243.0,"['Columbia Pictures', 'Relativity Media', 'ImageMovers']",91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,9.0
The VelociPastor,5.1,3342.0,Brendan Steere,Brendan Steere,"['Greg Cohan', 'George Schewnzer', 'Janice Young']",USA,English,2018-08-31,40000000.0,14635269.5,53577751.0,99666355.0,"['Cyfuno Ventures', 'Hollow Tree Films', 'Laika Come Home']",75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2018.0,8.0
The Kingdom,7.0,117279.0,Peter Berg,Matthew Michael Carnahan,"['Jamie Foxx', 'Chris Cooper', 'Jennifer Garner']",USA,English,2007-10-04,70000000.0,17135055.0,47536778.0,87019158.0,"['Universal Pictures', 'Relativity Media', 'Forward Pass']",110.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,10.0
The Poison Rose,4.7,5795.0,"Francesco Cinquemani, George Gallo",Francesco Cinquemani,"['John Travolta', 'Morgan Freeman', 'Brendan Fraser']",Italy,English,2020-09-11,40000000.0,14635269.5,53577751.0,323754.0,"['Brickell & Broadbridge International', 'Grindstone Entertainment Group', 'Iervolino Entertainment']",98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2020.0,9.0
The Hangover Part III,5.8,291572.0,Todd Phillips,Todd Phillips,"['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms']",USA,English,2013-05-23,103000000.0,41671198.0,112200072.0,362000072.0,"['Green Hat Films', 'Legendary Entertainment']",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2013.0,5.0
The Importance of Being Earnest,6.8,22034.0,Oliver Parker,Oscar Wilde,"['Rupert Everett', 'Colin Firth', ""Frances O'Connor""]",UK,English,2002-07-04,15000000.0,500447.0,8384929.0,18009625.0,"['Miramax', 'Ealing Studios', 'Film Council']",97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002.0,7.0
Blades of Glory,6.3,157210.0,"Josh Gordon, Will Speck",Jeff Cox,"['Will Ferrell', 'Jon Heder', 'Amy Poehler']",USA,English,2007-06-21,61000000.0,33014202.0,118594548.0,145710347.0,"['Dreamworks Pictures', 'Red Hour Films', 'Smart Entertainment']",93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,6.0
Bushwick,5.2,10387.0,"Jonathan Milott, Cary Murnion",Cary Murnion,"['Dave Bautista', 'Brittany Snow', 'Angelic Zambrana']",USA,English,2017-08-25,40000000.0,14635269.5,53577751.0,79888.0,"['Bullet Pictures', 'Mensch Productions', 'Ralfish Films']",94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2017.0,8.0
